date,year,month,day,territory,continent,population,cases,deaths
2020-05-01,2020,5,1,Montenegro,Europe,622345,0,0
2020-04-30,2020,4,30,Montenegro,Europe,622345,1,0
2020-04-29,2020,4,29,Montenegro,Europe,622345,0,0
2020-04-28,2020,4,28,Montenegro,Europe,622345,0,0
2020-04-27,2020,4,27,Montenegro,Europe,622345,1,1
2020-04-26,2020,4,26,Montenegro,Europe,622345,1,0
2020-04-25,2020,4,25,Montenegro,Europe,622345,0,1
2020-04-24,2020,4,24,Montenegro,Europe,622345,4,0
2020-04-23,2020,4,23,Montenegro,Europe,622345,2,0
2020-04-22,2020,4,22,Montenegro,Europe,622345,1,0
2020-04-21,2020,4,21,Montenegro,Europe,622345,4,0
2020-04-20,2020,4,20,Montenegro,Europe,622345,1,0
2020-04-19,2020,4,19,Montenegro,Europe,622345,4,1
2020-04-18,2020,4,18,Montenegro,Europe,622345,0,0
2020-04-17,2020,4,17,Montenegro,Europe,622345,15,0
2020-04-16,2020,4,16,Montenegro,Europe,622345,5,0
2020-04-15,2020,4,15,Montenegro,Europe,622345,9,1
2020-04-14,2020,4,14,Montenegro,Europe,622345,2,0
2020-04-13,2020,4,13,Montenegro,Europe,622345,9,1
2020-04-12,2020,4,12,Montenegro,Europe,622345,6,0
2020-04-11,2020,4,11,Montenegro,Europe,622345,5,0
2020-04-10,2020,4,10,Montenegro,Europe,622345,3,0
2020-04-09,2020,4,9,Montenegro,Europe,622345,8,0
2020-04-08,2020,4,8,Montenegro,Europe,622345,8,0
2020-04-07,2020,4,7,Montenegro,Europe,622345,19,0
2020-04-06,2020,4,6,Montenegro,Europe,622345,13,0
2020-04-05,2020,4,5,Montenegro,Europe,622345,27,0
2020-04-04,2020,4,4,Montenegro,Europe,622345,30,0
2020-04-03,2020,4,3,Montenegro,Europe,622345,21,1
2020-04-02,2020,4,2,Montenegro,Europe,622345,14,0
2020-04-01,2020,4,1,Montenegro,Europe,622345,18,0
2020-03-31,2020,3,31,Montenegro,Europe,622345,6,0
2020-03-30,2020,3,30,Montenegro,Europe,622345,1,0
2020-03-29,2020,3,29,Montenegro,Europe,622345,9,0
2020-03-28,2020,3,28,Montenegro,Europe,622345,8,0
2020-03-27,2020,3,27,Montenegro,Europe,622345,14,1
2020-03-26,2020,3,26,Montenegro,Europe,622345,6,0
2020-03-25,2020,3,25,Montenegro,Europe,622345,20,0
2020-03-24,2020,3,24,Montenegro,Europe,622345,6,0
2020-03-23,2020,3,23,Montenegro,Europe,622345,7,0
2020-03-22,2020,3,22,Montenegro,Europe,622345,0,0
2020-03-21,2020,3,21,Montenegro,Europe,622345,1,0
2020-03-20,2020,3,20,Montenegro,Europe,622345,5,0
2020-03-19,2020,3,19,Montenegro,Europe,622345,6,0
2020-03-18,2020,3,18,Montenegro,Europe,622345,2,0
2020-06-15,2020,6,15,Montserrat,America,5900,0,0
2020-06-14,2020,6,14,Montserrat,America,5900,0,0
2020-06-13,2020,6,13,Montserrat,America,5900,0,0
2020-06-12,2020,6,12,Montserrat,America,5900,0,0
2020-06-11,2020,6,11,Montserrat,America,5900,0,0
2020-06-10,2020,6,10,Montserrat,America,5900,0,0
2020-06-09,2020,6,9,Montserrat,America,5900,0,0
2020-06-08,2020,6,8,Montserrat,America,5900,0,0
2020-06-07,2020,6,7,Montserrat,America,5900,0,0
2020-06-06,2020,6,6,Montserrat,America,5900,0,0
2020-06-05,2020,6,5,Montserrat,America,5900,0,0
2020-06-04,2020,6,4,Montserrat,America,5900,0,0
2020-06-03,2020,6,3,Montserrat,America,5900,0,0
2020-06-02,2020,6,2,Montserrat,America,5900,0,0
2020-06-01,2020,6,1,Montserrat,America,5900,0,0
2020-05-31,2020,5,31,Montserrat,America,5900,0,0
2020-05-30,2020,5,30,Montserrat,America,5900,0,0
2020-05-29,2020,5,29,Montserrat,America,5900,0,0
2020-05-28,2020,5,28,Montserrat,America,5900,0,0
2020-05-27,2020,5,27,Montserrat,America,5900,0,0
2020-05-26,2020,5,26,Montserrat,America,5900,0,0
2020-05-25,2020,5,25,Montserrat,America,5900,0,0
2020-05-24,2020,5,24,Montserrat,America,5900,0,0
2020-05-23,2020,5,23,Montserrat,America,5900,0,0
2020-05-22,2020,5,22,Montserrat,America,5900,0,0
2020-05-21,2020,5,21,Montserrat,America,5900,0,0
2020-05-20,2020,5,20,Montserrat,America,5900,0,0
2020-05-19,2020,5,19,Montserrat,America,5900,0,0
2020-05-18,2020,5,18,Montserrat,America,5900,0,0
2020-05-17,2020,5,17,Montserrat,America,5900,0,0
2020-05-16,2020,5,16,Montserrat,America,5900,0,0
2020-05-15,2020,5,15,Montserrat,America,5900,0,0
2020-05-14,2020,5,14,Montserrat,America,5900,0,0
2020-05-13,2020,5,13,Montserrat,America,5900,0,0
2020-05-12,2020,5,12,Montserrat,America,5900,0,0
2020-05-11,2020,5,11,Montserrat,America,5900,0,0
2020-05-10,2020,5,10,Montserrat,America,5900,0,0
2020-05-09,2020,5,9,Montserrat,America,5900,0,0
2020-05-08,2020,5,8,Montserrat,America,5900,0,0
2020-05-07,2020,5,7,Montserrat,America,5900,0,0
2020-05-06,2020,5,6,Montserrat,America,5900,0,0
2020-05-05,2020,5,5,Montserrat,America,5900,0,0
2020-05-04,2020,5,4,Montserrat,America,5900,0,0
2020-05-03,2020,5,3,Montserrat,America,5900,0,0
2020-05-02,2020,5,2,Montserrat,America,5900,0,0
2020-05-01,2020,5,1,Montserrat,America,5900,0,0
2020-04-30,2020,4,30,Montserrat,America,5900,0,0
2020-04-29,2020,4,29,Montserrat,America,5900,0,0
2020-04-28,2020,4,28,Montserrat,America,5900,0,0
2020-04-27,2020,4,27,Montserrat,America,5900,0,0
2020-04-26,2020,4,26,Montserrat,America,5900,0,1
2020-04-25,2020,4,25,Montserrat,America,5900,0,0
2020-04-24,2020,4,24,Montserrat,America,5900,0,0
2020-04-23,2020,4,23,Montserrat,America,5900,0,0
2020-04-22,2020,4,22,Montserrat,America,5900,0,0
2020-04-21,2020,4,21,Montserrat,America,5900,0,0
2020-04-20,2020,4,20,Montserrat,America,5900,0,0
2020-04-19,2020,4,19,Montserrat,America,5900,0,0
2020-04-18,2020,4,18,Montserrat,America,5900,0,0
2020-04-17,2020,4,17,Montserrat,America,5900,0,0
2020-04-16,2020,4,16,Montserrat,America,5900,0,0
2020-04-15,2020,4,15,Montserrat,America,5900,0,0
2020-04-14,2020,4,14,Montserrat,America,5900,0,0
2020-04-13,2020,4,13,Montserrat,America,5900,2,0
2020-04-12,2020,4,12,Montserrat,America,5900,0,0
2020-04-11,2020,4,11,Montserrat,America,5900,0,0
2020-04-10,2020,4,10,Montserrat,America,5900,0,0
2020-04-09,2020,4,9,Montserrat,America,5900,3,0
2020-04-08,2020,4,8,Montserrat,America,5900,0,0
2020-04-07,2020,4,7,Montserrat,America,5900,0,0
2020-04-06,2020,4,6,Montserrat,America,5900,0,0
2020-04-05,2020,4,5,Montserrat,America,5900,1,0
2020-04-04,2020,4,4,Montserrat,America,5900,0,0
2020-04-03,2020,4,3,Montserrat,America,5900,0,0
2020-04-02,2020,4,2,Montserrat,America,5900,0,0
2020-03-31,2020,3,31,Montserrat,America,5900,0,0
2020-03-30,2020,3,30,Montserrat,America,5900,0,0
2020-03-29,2020,3,29,Montserrat,America,5900,0,0
2020-03-28,2020,3,28,Montserrat,America,5900,0,0
2020-03-27,2020,3,27,Montserrat,America,5900,4,0
2020-03-26,2020,3,26,Montserrat,America,5900,0,0
2020-03-25,2020,3,25,Montserrat,America,5900,0,0
2020-03-24,2020,3,24,Montserrat,America,5900,0,0
2020-03-23,2020,3,23,Montserrat,America,5900,0,0
2020-03-22,2020,3,22,Montserrat,America,5900,0,0
2020-03-21,2020,3,21,Montserrat,America,5900,1,0
2020-06-15,2020,6,15,Morocco,Africa,36029138,42,0
2020-06-14,2020,6,14,Morocco,Africa,36029138,82,0
2020-06-13,2020,6,13,Morocco,Africa,36029138,73,1
2020-06-12,2020,6,12,Morocco,Africa,36029138,82,1
2020-06-11,2020,6,11,Morocco,Africa,36029138,18,0
2020-06-10,2020,6,10,Morocco,Africa,36029138,135,2
2020-06-09,2020,6,9,Morocco,Africa,36029138,78,0
2020-06-08,2020,6,8,Morocco,Africa,36029138,92,0
2020-06-07,2020,6,7,Morocco,Africa,36029138,61,0
2020-06-06,2020,6,6,Morocco,Africa,36029138,68,0
2020-06-05,2020,6,5,Morocco,Africa,36029138,81,2
2020-06-04,2020,6,4,Morocco,Africa,36029138,56,0
2020-06-03,2020,6,3,Morocco,Africa,36029138,33,1
2020-06-02,2020,6,2,Morocco,Africa,36029138,26,0
2020-06-01,2020,6,1,Morocco,Africa,36029138,27,1
2020-05-31,2020,5,31,Morocco,Africa,36029138,66,2
2020-05-30,2020,5,30,Morocco,Africa,36029138,71,0
2020-05-29,2020,5,29,Morocco,Africa,36029138,42,0
2020-05-28,2020,5,28,Morocco,Africa,36029138,24,0
2020-05-27,2020,5,27,Morocco,Africa,36029138,45,2
2020-05-26,2020,5,26,Morocco,Africa,36029138,99,1
2020-05-25,2020,5,25,Morocco,Africa,36029138,27,1
2020-05-24,2020,5,24,Morocco,Africa,36029138,74,1
2020-05-23,2020,5,23,Morocco,Africa,36029138,121,1
2020-05-22,2020,5,22,Morocco,Africa,36029138,78,2
2020-05-21,2020,5,21,Morocco,Africa,36029138,110,1
2020-05-20,2020,5,20,Morocco,Africa,36029138,71,1
2020-05-19,2020,5,19,Morocco,Africa,36029138,82,0
2020-05-18,2020,5,18,Morocco,Africa,36029138,129,0
2020-05-17,2020,5,17,Morocco,Africa,36029138,89,2
2020-05-16,2020,5,16,Morocco,Africa,36029138,45,0
2020-05-15,2020,5,15,Morocco,Africa,36029138,95,2
2020-05-14,2020,5,14,Morocco,Africa,36029138,94,0
2020-05-13,2020,5,13,Morocco,Africa,36029138,137,0
2020-05-12,2020,5,12,Morocco,Africa,36029138,218,0
2020-05-11,2020,5,11,Morocco,Africa,36029138,153,2
2020-05-10,2020,5,10,Morocco,Africa,36029138,199,0
2020-05-09,2020,5,9,Morocco,Africa,36029138,163,3
2020-05-08,2020,5,8,Morocco,Africa,36029138,140,0
2020-05-07,2020,5,7,Morocco,Africa,36029138,189,2
2020-05-06,2020,5,6,Morocco,Africa,36029138,176,2
2020-05-05,2020,5,5,Morocco,Africa,36029138,140,5
2020-05-04,2020,5,4,Morocco,Africa,36029138,174,1
2020-05-03,2020,5,3,Morocco,Africa,36029138,160,2
2020-05-02,2020,5,2,Morocco,Africa,36029138,146,1
2020-05-01,2020,5,1,Morocco,Africa,36029138,102,2
2020-04-30,2020,4,30,Morocco,Africa,36029138,69,3
2020-04-29,2020,4,29,Morocco,Africa,36029138,132,3
2020-04-28,2020,4,28,Morocco,Africa,36029138,55,1
2020-04-27,2020,4,27,Morocco,Africa,36029138,168,2
2020-04-26,2020,4,26,Morocco,Africa,36029138,139,1
2020-04-25,2020,4,25,Morocco,Africa,36029138,190,3
2020-04-24,2020,4,24,Morocco,Africa,36029138,191,6
2020-04-23,2020,4,23,Morocco,Africa,36029138,168,4
2020-04-22,2020,4,22,Morocco,Africa,36029138,163,2
2020-04-21,2020,4,21,Morocco,Africa,36029138,191,2
2020-04-20,2020,4,20,Morocco,Africa,36029138,170,4
2020-04-19,2020,4,19,Morocco,Africa,36029138,121,2
2020-04-18,2020,4,18,Morocco,Africa,36029138,281,5
2020-04-17,2020,4,17,Morocco,Africa,36029138,259,3
2020-04-16,2020,4,16,Morocco,Africa,36029138,136,1
2020-04-15,2020,4,15,Morocco,Africa,36029138,125,0
2020-04-14,2020,4,14,Morocco,Africa,36029138,102,8
2020-04-13,2020,4,13,Morocco,Africa,36029138,116,7
2020-04-12,2020,4,12,Morocco,Africa,36029138,97,4
2020-04-11,2020,4,11,Morocco,Africa,36029138,74,10
2020-04-10,2020,4,10,Morocco,Africa,36029138,99,4
2020-04-09,2020,4,9,Morocco,Africa,36029138,91,3
2020-04-08,2020,4,8,Morocco,Africa,36029138,64,10
2020-04-07,2020,4,7,Morocco,Africa,36029138,99,10
2020-04-06,2020,4,6,Morocco,Africa,36029138,102,11
2020-04-05,2020,4,5,Morocco,Africa,36029138,211,15
2020-04-04,2020,4,4,Morocco,Africa,36029138,0,0
2020-04-03,2020,4,3,Morocco,Africa,36029138,54,5
2020-04-02,2020,4,2,Morocco,Africa,36029138,37,3
2020-04-01,2020,4,1,Morocco,Africa,36029138,61,3
2020-03-31,2020,3,31,Morocco,Africa,36029138,77,7
2020-03-30,2020,3,30,Morocco,Africa,36029138,121,3
2020-03-29,2020,3,29,Morocco,Africa,36029138,13,0
2020-03-28,2020,3,28,Morocco,Africa,36029138,70,13
2020-03-27,2020,3,27,Morocco,Africa,36029138,50,4
2020-03-26,2020,3,26,Morocco,Africa,36029138,55,1
2020-03-25,2020,3,25,Morocco,Africa,36029138,36,1
2020-03-24,2020,3,24,Morocco,Africa,36029138,19,0
2020-03-23,2020,3,23,Morocco,Africa,36029138,19,1
2020-03-22,2020,3,22,Morocco,Africa,36029138,10,0
2020-03-21,2020,3,21,Morocco,Africa,36029138,23,1
2020-03-20,2020,3,20,Morocco,Africa,36029138,9,0
2020-03-19,2020,3,19,Morocco,Africa,36029138,10,0
2020-03-18,2020,3,18,Morocco,Africa,36029138,7,1
2020-03-17,2020,3,17,Morocco,Africa,36029138,9,0
2020-03-16,2020,3,16,Morocco,Africa,36029138,10,0
2020-03-15,2020,3,15,Morocco,Africa,36029138,11,0
2020-03-14,2020,3,14,Morocco,Africa,36029138,1,0
2020-03-13,2020,3,13,Morocco,Africa,36029138,1,0
2020-03-12,2020,3,12,Morocco,Africa,36029138,3,1
2020-03-06,2020,3,6,Morocco,Africa,36029138,1,0
2020-03-03,2020,3,3,Morocco,Africa,36029138,1,0
2020-06-15,2020,6,15,Mozambique,Africa,29495962,30,1
2020-06-14,2020,6,14,Mozambique,Africa,29495962,44,0
2020-06-13,2020,6,13,Mozambique,Africa,29495962,20,0
2020-06-12,2020,6,12,Mozambique,Africa,29495962,17,0
2020-06-11,2020,6,11,Mozambique,Africa,29495962,19,0
2020-06-10,2020,6,10,Mozambique,Africa,29495962,20,0
2020-06-09,2020,6,9,Mozambique,Africa,29495962,7,0
2020-06-08,2020,6,8,Mozambique,Africa,29495962,15,0
2020-06-07,2020,6,7,Mozambique,Africa,29495962,57,0
2020-06-06,2020,6,6,Mozambique,Africa,29495962,2,0
2020-06-05,2020,6,5,Mozambique,Africa,29495962,36,0
2020-06-04,2020,6,4,Mozambique,Africa,29495962,9,0
2020-06-03,2020,6,3,Mozambique,Africa,29495962,53,0
2020-06-02,2020,6,2,Mozambique,Africa,29495962,0,0
2020-06-01,2020,6,1,Mozambique,Africa,29495962,10,0
2020-05-31,2020,5,31,Mozambique,Africa,29495962,10,0
2020-05-30,2020,5,30,Mozambique,Africa,29495962,1,0
2020-05-29,2020,5,29,Mozambique,Africa,29495962,6,1
2020-05-28,2020,5,28,Mozambique,Africa,29495962,14,0
2020-05-27,2020,5,27,Mozambique,Africa,29495962,4,0
2020-05-26,2020,5,26,Mozambique,Africa,29495962,15,1
2020-05-25,2020,5,25,Mozambique,Africa,29495962,26,0
2020-05-24,2020,5,24,Mozambique,Africa,29495962,4,0
2020-05-23,2020,5,23,Mozambique,Africa,29495962,2,0
2020-05-22,2020,5,22,Mozambique,Africa,29495962,6,0
2020-05-21,2020,5,21,Mozambique,Africa,29495962,10,0
2020-05-20,2020,5,20,Mozambique,Africa,29495962,1,0
2020-05-19,2020,5,19,Mozambique,Africa,29495962,8,0
2020-05-18,2020,5,18,Mozambique,Africa,29495962,8,0
2020-05-17,2020,5,17,Mozambique,Africa,29495962,10,0
2020-05-16,2020,5,16,Mozambique,Africa,29495962,4,0
2020-05-15,2020,5,15,Mozambique,Africa,29495962,8,0
2020-05-14,2020,5,14,Mozambique,Africa,29495962,3,0
2020-05-13,2020,5,13,Mozambique,Africa,29495962,1,0
2020-05-12,2020,5,12,Mozambique,Africa,29495962,12,0
2020-05-11,2020,5,11,Mozambique,Africa,29495962,4,0
2020-05-10,2020,5,10,Mozambique,Africa,29495962,5,0
2020-05-09,2020,5,9,Mozambique,Africa,29495962,1,0
2020-05-08,2020,5,8,Mozambique,Africa,29495962,0,0
2020-05-07,2020,5,7,Mozambique,Africa,29495962,0,0
2020-05-06,2020,5,6,Mozambique,Africa,29495962,1,0
2020-05-05,2020,5,5,Mozambique,Africa,29495962,0,0
2020-05-04,2020,5,4,Mozambique,Africa,29495962,1,0
2020-05-03,2020,5,3,Mozambique,Africa,29495962,0,0
2020-05-02,2020,5,2,Mozambique,Africa,29495962,3,0
2020-05-01,2020,5,1,Mozambique,Africa,29495962,0,0
2020-04-30,2020,4,30,Mozambique,Africa,29495962,0,0
2020-04-29,2020,4,29,Mozambique,Africa,29495962,0,0
2020-04-28,2020,4,28,Mozambique,Africa,29495962,0,0
2020-04-27,2020,4,27,Mozambique,Africa,29495962,6,0
2020-04-26,2020,4,26,Mozambique,Africa,29495962,5,0
2020-04-25,2020,4,25,Mozambique,Africa,29495962,19,0
2020-04-24,2020,4,24,Mozambique,Africa,29495962,5,0
2020-04-23,2020,4,23,Mozambique,Africa,29495962,2,0
2020-04-22,2020,4,22,Mozambique,Africa,29495962,0,0
2020-04-21,2020,4,21,Mozambique,Africa,29495962,0,0
2020-04-20,2020,4,20,Mozambique,Africa,29495962,4,0
2020-04-19,2020,4,19,Mozambique,Africa,29495962,1,0
2020-04-18,2020,4,18,Mozambique,Africa,29495962,3,0
2020-04-17,2020,4,17,Mozambique,Africa,29495962,2,0
2020-04-16,2020,4,16,Mozambique,Africa,29495962,1,0
2020-04-15,2020,4,15,Mozambique,Africa,29495962,1,0
2020-04-14,2020,4,14,Mozambique,Africa,29495962,6,0
2020-04-13,2020,4,13,Mozambique,Africa,29495962,1,0
2020-04-12,2020,4,12,Mozambique,Africa,29495962,0,0
2020-04-11,2020,4,11,Mozambique,Africa,29495962,3,0
2020-04-10,2020,4,10,Mozambique,Africa,29495962,0,0
2020-04-09,2020,4,9,Mozambique,Africa,29495962,7,0
2020-04-08,2020,4,8,Mozambique,Africa,29495962,0,0
2020-04-07,2020,4,7,Mozambique,Africa,29495962,0,0
2020-04-06,2020,4,6,Mozambique,Africa,29495962,0,0
2020-04-05,2020,4,5,Mozambique,Africa,29495962,0,0
2020-04-04,2020,4,4,Mozambique,Africa,29495962,0,0
2020-04-03,2020,4,3,Mozambique,Africa,29495962,0,0
2020-04-02,2020,4,2,Mozambique,Africa,29495962,2,0
2020-04-01,2020,4,1,Mozambique,Africa,29495962,0,0
2020-03-31,2020,3,31,Mozambique,Africa,29495962,0,0
2020-03-30,2020,3,30,Mozambique,Africa,29495962,0,0
2020-03-29,2020,3,29,Mozambique,Africa,29495962,1,0
2020-03-28,2020,3,28,Mozambique,Africa,29495962,0,0
2020-03-27,2020,3,27,Mozambique,Africa,29495962,2,0
2020-03-26,2020,3,26,Mozambique,Africa,29495962,4,0
2020-03-25,2020,3,25,Mozambique,Africa,29495962,0,0
2020-03-24,2020,3,24,Mozambique,Africa,29495962,0,0
2020-03-23,2020,3,23,Mozambique,Africa,29495962,1,0
2020-06-15,2020,6,15,Myanmar,Asia,53708395,1,0
2020-06-14,2020,6,14,Myanmar,Asia,53708395,0,0
2020-06-13,2020,6,13,Myanmar,Asia,53708395,0,0
2020-06-12,2020,6,12,Myanmar,Asia,53708395,12,0
2020-06-11,2020,6,11,Myanmar,Asia,53708395,3,0
2020-06-10,2020,6,10,Myanmar,Asia,53708395,2,0
2020-06-09,2020,6,9,Myanmar,Asia,53708395,1,0
2020-06-08,2020,6,8,Myanmar,Asia,53708395,3,0
2020-06-07,2020,6,7,Myanmar,Asia,53708395,4,0
2020-06-06,2020,6,6,Myanmar,Asia,53708395,0,0
2020-06-05,2020,6,5,Myanmar,Asia,53708395,2,0
2020-06-04,2020,6,4,Myanmar,Asia,53708395,1,0
2020-06-03,2020,6,3,Myanmar,Asia,53708395,5,0
2020-06-02,2020,6,2,Myanmar,Asia,53708395,0,0
2020-06-01,2020,6,1,Myanmar,Asia,53708395,4,0
2020-05-31,2020,5,31,Myanmar,Asia,53708395,0,0
2020-05-30,2020,5,30,Myanmar,Asia,53708395,18,0
2020-05-29,2020,5,29,Myanmar,Asia,53708395,0,0
2020-05-28,2020,5,28,Myanmar,Asia,53708395,0,0
2020-05-27,2020,5,27,Myanmar,Asia,53708395,3,0
2020-05-26,2020,5,26,Myanmar,Asia,53708395,2,0
2020-05-25,2020,5,25,Myanmar,Asia,53708395,0,0
2020-05-24,2020,5,24,Myanmar,Asia,53708395,0,0
2020-05-23,2020,5,23,Myanmar,Asia,53708395,2,0
2020-05-22,2020,5,22,Myanmar,Asia,53708395,0,0
2020-05-21,2020,5,21,Myanmar,Asia,53708395,6,0
2020-05-20,2020,5,20,Myanmar,Asia,53708395,2,0
2020-05-19,2020,5,19,Myanmar,Asia,53708395,4,0
2020-05-18,2020,5,18,Myanmar,Asia,53708395,5,0
2020-05-17,2020,5,17,Myanmar,Asia,53708395,0,0
2020-05-16,2020,5,16,Myanmar,Asia,53708395,1,0
2020-05-15,2020,5,15,Myanmar,Asia,53708395,0,0
2020-05-14,2020,5,14,Myanmar,Asia,53708395,1,0
2020-05-13,2020,5,13,Myanmar,Asia,53708395,0,0
2020-05-12,2020,5,12,Myanmar,Asia,53708395,0,0
2020-05-11,2020,5,11,Myanmar,Asia,53708395,2,0
2020-05-10,2020,5,10,Myanmar,Asia,53708395,1,0
2020-05-09,2020,5,9,Myanmar,Asia,53708395,1,0
2020-05-08,2020,5,8,Myanmar,Asia,53708395,14,0
2020-05-07,2020,5,7,Myanmar,Asia,53708395,1,0
2020-05-06,2020,5,6,Myanmar,Asia,53708395,0,0
2020-05-05,2020,5,5,Myanmar,Asia,53708395,6,0
2020-05-04,2020,5,4,Myanmar,Asia,53708395,4,0
2020-05-03,2020,5,3,Myanmar,Asia,53708395,0,0
2020-05-02,2020,5,2,Myanmar,Asia,53708395,0,0
2020-05-01,2020,5,1,Myanmar,Asia,53708395,1,0
2020-04-30,2020,4,30,Myanmar,Asia,53708395,0,1
2020-04-29,2020,4,29,Myanmar,Asia,53708395,4,0
2020-04-28,2020,4,28,Myanmar,Asia,53708395,0,0
2020-04-27,2020,4,27,Myanmar,Asia,53708395,0,0
2020-04-26,2020,4,26,Myanmar,Asia,53708395,2,0
2020-04-25,2020,4,25,Myanmar,Asia,53708395,12,0
2020-04-24,2020,4,24,Myanmar,Asia,53708395,5,0
2020-04-23,2020,4,23,Myanmar,Asia,53708395,6,0
2020-04-22,2020,4,22,Myanmar,Asia,53708395,2,0
2020-04-21,2020,4,21,Myanmar,Asia,53708395,8,0
2020-04-20,2020,4,20,Myanmar,Asia,53708395,4,0
2020-04-19,2020,4,19,Myanmar,Asia,53708395,13,0
2020-04-18,2020,4,18,Myanmar,Asia,53708395,9,1
2020-04-17,2020,4,17,Myanmar,Asia,53708395,11,0
2020-04-16,2020,4,16,Myanmar,Asia,53708395,0,0
2020-04-15,2020,4,15,Myanmar,Asia,53708395,12,0
2020-04-14,2020,4,14,Myanmar,Asia,53708395,21,0
2020-04-13,2020,4,13,Myanmar,Asia,53708395,10,1
2020-04-12,2020,4,12,Myanmar,Asia,53708395,3,0
2020-04-11,2020,4,11,Myanmar,Asia,53708395,1,0
2020-04-10,2020,4,10,Myanmar,Asia,53708395,5,0
2020-04-09,2020,4,9,Myanmar,Asia,53708395,0,2
2020-04-08,2020,4,8,Myanmar,Asia,53708395,0,0
2020-04-07,2020,4,7,Myanmar,Asia,53708395,1,0
2020-04-06,2020,4,6,Myanmar,Asia,53708395,0,0
2020-04-05,2020,4,5,Myanmar,Asia,53708395,1,0
2020-04-04,2020,4,4,Myanmar,Asia,53708395,0,0
2020-04-03,2020,4,3,Myanmar,Asia,53708395,4,0
2020-04-02,2020,4,2,Myanmar,Asia,53708395,1,0
2020-04-01,2020,4,1,Myanmar,Asia,53708395,1,1
2020-03-31,2020,3,31,Myanmar,Asia,53708395,6,0
2020-03-30,2020,3,30,Myanmar,Asia,53708395,0,0
2020-03-29,2020,3,29,Myanmar,Asia,53708395,3,0
2020-03-28,2020,3,28,Myanmar,Asia,53708395,0,0
2020-03-27,2020,3,27,Myanmar,Asia,53708395,2,0
2020-03-26,2020,3,26,Myanmar,Asia,53708395,0,0
2020-03-25,2020,3,25,Myanmar,Asia,53708395,1,0
2020-03-24,2020,3,24,Myanmar,Asia,53708395,2,0
2020-03-17,2020,3,17,Myanmar,Asia,53708395,0,0
2020-06-15,2020,6,15,Namibia,Africa,2448255,0,0
2020-06-14,2020,6,14,Namibia,Africa,2448255,1,0
2020-06-13,2020,6,13,Namibia,Africa,2448255,0,0
2020-06-12,2020,6,12,Namibia,Africa,2448255,0,0
2020-06-11,2020,6,11,Namibia,Africa,2448255,0,0
2020-06-10,2020,6,10,Namibia,Africa,2448255,0,0
2020-06-09,2020,6,9,Namibia,Africa,2448255,2,0
2020-06-08,2020,6,8,Namibia,Africa,2448255,0,0
2020-06-07,2020,6,7,Namibia,Africa,2448255,4,0
2020-06-06,2020,6,6,Namibia,Africa,2448255,0,0
2020-06-05,2020,6,5,Namibia,Africa,2448255,0,0
2020-06-04,2020,6,4,Namibia,Africa,2448255,0,0
2020-06-03,2020,6,3,Namibia,Africa,2448255,0,0
2020-06-02,2020,6,2,Namibia,Africa,2448255,1,0
2020-06-01,2020,6,1,Namibia,Africa,2448255,1,0
2020-05-31,2020,5,31,Namibia,Africa,2448255,0,0
2020-05-30,2020,5,30,Namibia,Africa,2448255,1,0
2020-05-29,2020,5,29,Namibia,Africa,2448255,0,0
2020-05-28,2020,5,28,Namibia,Africa,2448255,1,0
2020-05-27,2020,5,27,Namibia,Africa,2448255,0,0
2020-05-26,2020,5,26,Namibia,Africa,2448255,0,0
2020-05-25,2020,5,25,Namibia,Africa,2448255,1,0
2020-05-24,2020,5,24,Namibia,Africa,2448255,1,0
2020-05-23,2020,5,23,Namibia,Africa,2448255,1,0
2020-05-22,2020,5,22,Namibia,Africa,2448255,2,0
2020-05-21,2020,5,21,Namibia,Africa,2448255,0,0
2020-05-20,2020,5,20,Namibia,Africa,2448255,0,0
2020-05-19,2020,5,19,Namibia,Africa,2448255,0,0
2020-05-18,2020,5,18,Namibia,Africa,2448255,0,0
2020-05-17,2020,5,17,Namibia,Africa,2448255,0,0
2020-05-16,2020,5,16,Namibia,Africa,2448255,0,0
2020-05-15,2020,5,15,Namibia,Africa,2448255,0,0
2020-05-14,2020,5,14,Namibia,Africa,2448255,0,0
2020-05-13,2020,5,13,Namibia,Africa,2448255,0,0
2020-05-12,2020,5,12,Namibia,Africa,2448255,0,0
2020-05-11,2020,5,11,Namibia,Africa,2448255,0,0
2020-05-10,2020,5,10,Namibia,Africa,2448255,0,0
2020-05-09,2020,5,9,Namibia,Africa,2448255,0,0
2020-05-08,2020,5,8,Namibia,Africa,2448255,0,0
2020-05-07,2020,5,7,Namibia,Africa,2448255,0,0
2020-05-06,2020,5,6,Namibia,Africa,2448255,0,0
2020-05-05,2020,5,5,Namibia,Africa,2448255,0,0
2020-05-04,2020,5,4,Namibia,Africa,2448255,0,0
2020-05-03,2020,5,3,Namibia,Africa,2448255,0,0
2020-05-02,2020,5,2,Namibia,Africa,2448255,0,0
2020-05-01,2020,5,1,Namibia,Africa,2448255,0,0
2020-04-30,2020,4,30,Namibia,Africa,2448255,0,0
2020-04-29,2020,4,29,Namibia,Africa,2448255,0,0
2020-04-28,2020,4,28,Namibia,Africa,2448255,0,0
2020-04-27,2020,4,27,Namibia,Africa,2448255,0,0
2020-04-26,2020,4,26,Namibia,Africa,2448255,0,0
